team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.83683.t.5,Karan's Team,2.0,2.0,3.0,2.0,5.0,3.0,7.0,1.0,8.0,3.66666666667
364.l.83683.t.1,Bloomfield Bombers,1.0,6.0,3.0,1.0,3.0,9.0,1.5,9.5,8.0,4.66666666667
364.l.83683.t.4,Shlokemon Go,8.0,1.0,9.5,8.0,2.0,4.5,8.0,2.0,1.5,4.94444444444
364.l.83683.t.10,Dream Team,5.0,7.0,5.0,3.0,7.0,1.0,9.0,4.0,6.0,5.22222222222
364.l.83683.t.8,adam's Team,3.0,3.0,8.0,7.0,6.0,7.0,1.5,9.5,3.0,5.33333333333
364.l.83683.t.6,Underperformers,7.0,10.0,3.0,4.0,4.0,2.0,4.0,7.0,8.0,5.44444444444
364.l.83683.t.2,The Uni-Bros,4.0,8.0,9.5,5.0,8.0,6.0,3.0,5.0,1.5,5.55555555556
364.l.83683.t.7,Peter's Team,10.0,5.0,7.0,10.0,1.0,10.0,5.5,3.0,4.0,6.16666666667
364.l.83683.t.9,Maverick,9.0,4.0,6.0,9.0,9.0,4.5,5.5,6.0,5.0,6.44444444444
364.l.83683.t.3,Ankit's Team,6.0,9.0,1.0,6.0,10.0,8.0,10.0,8.0,10.0,7.55555555556
