team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.83683.t.5,Karan's Team,2.5,3.5,2.0,1.5,3.5,5.0,6.25,4.0,9.0,4.13888888889
364.l.83683.t.2,The Uni-Bros,4.0,8.5,7.25,4.0,5.75,6.0,2.0,4.5,3.75,5.08333333333
364.l.83683.t.1,Bloomfield Bombers,1.0,8.0,4.5,4.5,4.5,5.5,3.5,8.75,6.5,5.19444444444
364.l.83683.t.6,Underperformers,7.0,8.0,3.0,3.0,3.75,6.0,3.75,5.0,8.0,5.27777777778
364.l.83683.t.4,Shlokemon Go,8.0,2.5,9.25,7.5,5.5,6.25,5.75,1.5,1.75,5.33333333333
364.l.83683.t.9,Maverick,5.5,3.5,6.5,7.5,7.0,2.75,6.25,5.5,4.5,5.44444444444
364.l.83683.t.8,adam's Team,4.0,2.5,8.0,5.5,6.75,5.5,5.75,9.25,3.0,5.58333333333
364.l.83683.t.7,Peter's Team,10.0,3.0,4.5,10.0,1.0,9.5,3.75,2.5,6.5,5.63888888889
364.l.83683.t.10,Dream Team,7.0,7.0,7.5,6.0,8.5,2.0,8.75,7.0,3.5,6.36111111111
364.l.83683.t.3,Ankit's Team,6.0,8.5,2.5,5.5,8.75,6.5,9.25,7.0,8.5,6.94444444444
