date,first_name,from_team,from_team_key,last_name,position,team,team_key,timestamp,to_team,to_team_key,transaction_id,type
2016-10-24,Jamal,,,Murray,"PG,SG",Adam Silver,364.l.8091.t.1,Mon Oct 24 00:30:59 PDT 2016,,,73,drop
2016-10-23,Mason,,,Plumlee,"PF,C",Icin On The Beefcake,364.l.8091.t.11,Sun Oct 23 20:33:59 PDT 2016,,,72,add
2016-10-23,Jared,,,Sullinger,"PF,C",Icin On The Beefcake,364.l.8091.t.11,Sun Oct 23 20:33:59 PDT 2016,,,72,drop
2016-10-23,Clint,,,Capela,"PF,C",Lebron James and Co.,364.l.8091.t.2,Sun Oct 23 17:08:09 PDT 2016,,,71,add
2016-10-23,Brandon,,,Jennings,PG,Lebron James and Co.,364.l.8091.t.2,Sun Oct 23 17:08:09 PDT 2016,,,71,drop
2016-10-23,Brandon,,,Jennings,PG,Lebron James and Co.,364.l.8091.t.2,Sun Oct 23 02:58:21 PDT 2016,,,70,add
2016-10-19,Josh,,,Richardson,"SG,SF",Boomshakalaka,364.l.8091.t.14,Wed Oct 19 20:02:09 PDT 2016,,,69,add
2016-10-19,Tony,,,Snell,"SG,SF",Boomshakalaka,364.l.8091.t.14,Wed Oct 19 20:02:09 PDT 2016,,,69,drop
2016-10-18,Terrence,,,Jones,"SF,PF",Adam Silver,364.l.8091.t.1,Tue Oct 18 23:11:58 PDT 2016,,,68,add
2016-10-18,Clint,,,Capela,"PF,C",Adam Silver,364.l.8091.t.1,Tue Oct 18 23:11:58 PDT 2016,,,68,drop
2016-10-17,Tony,,,Snell,"SG,SF",Boomshakalaka,364.l.8091.t.14,Mon Oct 17 03:44:58 PDT 2016,,,67,add
