team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.2,#Hwaiting,9.66666666667,3.33333333333,5.83333333333,6.33333333333,3.33333333333,5.0,5.83333333333,3.0,9.16666666667,5.72222222222
364.l.8091.t.7,One for the Mainland,8.0,5.0,8.0,2.0,4.0,6.33333333333,6.5,6.0,7.0,5.87037037037
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,9.66666666667,3.0,10.0,6.0,5.33333333333,5.0,9.16666666667,5.0,5.0,6.46296296296
364.l.8091.t.9,Optimus Dimes,4.66666666667,8.33333333333,11.8333333333,8.0,6.33333333333,2.33333333333,4.83333333333,9.0,3.16666666667,6.5
364.l.8091.t.3,Forgot About Dray,14.0,5.0,11.8333333333,13.6666666667,2.33333333333,3.66666666667,7.66666666667,3.16666666667,3.16666666667,7.16666666667
364.l.8091.t.11,Icin On The Beefcake,10.0,8.33333333333,3.5,6.66666666667,3.0,10.3333333333,8.33333333333,5.0,11.5,7.40740740741
364.l.8091.t.14,Browshakalaka,5.66666666667,9.0,7.83333333333,8.66666666667,8.0,8.33333333333,4.83333333333,7.5,7.16666666667,7.44444444444
364.l.8091.t.4,Cool Cats,4.66666666667,9.33333333333,3.83333333333,4.0,9.33333333333,9.66666666667,7.66666666667,9.16666666667,11.1666666667,7.64814814815
364.l.8091.t.12,Valar Moredunkis,8.33333333333,6.33333333333,6.0,6.33333333333,9.0,9.83333333333,5.66666666667,10.0,9.0,7.83333333333
364.l.8091.t.6,Jimmy & Jimmy Co.,8.0,7.33333333333,10.1666666667,9.66666666667,10.0,8.0,4.66666666667,9.0,4.83333333333,7.96296296296
364.l.8091.t.13,Vogelmagic,5.0,9.66666666667,3.0,4.66666666667,10.3333333333,7.33333333333,9.66666666667,11.0,12.0,8.07407407407
364.l.8091.t.10,Trinh,9.33333333333,6.33333333333,10.3333333333,10.6666666667,13.3333333333,5.83333333333,4.33333333333,8.33333333333,4.66666666667,8.12962962963
364.l.8091.t.1,#TrustTheProcess,5.0,11.6666666667,6.83333333333,8.33333333333,10.0,12.3333333333,13.1666666667,7.16666666667,8.16666666667,9.18518518519
364.l.8091.t.5,D-League All-Stars,3.0,12.3333333333,6.0,10.0,10.6666666667,11.0,12.6666666667,11.6666666667,9.0,9.59259259259
