,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
12,10,364.l.8091.t.12,Valar Moredunkis,140.0,163.0,0.858895705521,231.0,506.0,0.45652173913,51.0,653.0,198.0,119.0,33.0,22.0,48.0,3.0,10.0,4.0,1.0,4.0,5.0,9.0,4.0,1.5,4.61111111111
0,10,364.l.8091.t.1,Adam Silver,120.0,136.0,0.882352941176,192.0,400.0,0.48,72.0,576.0,167.0,79.0,35.0,21.0,60.0,1.0,6.0,1.0,3.0,11.0,13.0,7.5,5.0,5.0,5.83333333333
3,10,364.l.8091.t.10,Trinh,96.0,118.0,0.813559322034,196.0,406.0,0.48275862069,55.0,543.0,180.0,116.0,30.0,19.0,48.0,4.0,5.0,3.0,6.0,9.0,6.5,12.0,6.5,1.5,5.94444444444
1,10,364.l.8091.t.11,Icin On The Beefcake,113.0,153.0,0.738562091503,220.0,452.0,0.486725663717,45.0,598.0,207.0,116.0,32.0,23.0,74.0,12.0,4.0,6.0,2.0,3.0,6.5,10.5,3.0,13.0,6.66666666667
4,10,364.l.8091.t.3,Forgot About Dray,75.0,97.0,0.773195876289,153.0,295.0,0.518644067797,34.0,415.0,276.0,140.0,32.0,28.0,72.0,9.0,1.0,10.5,13.0,1.0,1.0,10.5,2.0,12.0,6.66666666667
11,10,364.l.8091.t.14,Browshakalaka,79.0,105.0,0.752380952381,192.0,413.0,0.464891041162,40.0,503.0,185.0,132.0,43.0,18.0,65.0,11.0,9.0,9.0,7.0,7.0,2.0,1.0,8.0,9.0,7.0
13,10,364.l.8091.t.13,Harry B's Hairy Bees,95.0,120.0,0.791666666667,204.0,408.0,0.5,41.0,544.0,196.0,100.0,28.0,17.0,55.0,6.0,2.0,8.0,5.0,6.0,10.0,13.0,10.0,3.0,7.0
2,10,364.l.8091.t.2,#Hwaiting,110.0,152.0,0.723684210526,211.0,453.0,0.465783664459,34.0,566.0,257.0,128.0,35.0,36.0,77.0,14.0,8.0,10.5,4.0,2.0,3.0,7.5,1.0,14.0,7.11111111111
8,10,364.l.8091.t.5,D-League All-Stars,108.0,125.0,0.864,168.0,370.0,0.454054054054,57.0,501.0,184.0,121.0,36.0,14.0,69.0,2.0,11.0,2.0,8.0,8.0,4.0,6.0,13.0,11.0,7.22222222222
10,10,364.l.8091.t.6,Jimmy & Jimmy Co.,89.0,114.0,0.780701754386,162.0,346.0,0.468208092486,23.0,436.0,197.0,111.0,41.0,19.0,64.0,7.0,7.0,14.0,10.0,5.0,9.0,2.0,6.5,7.5,7.55555555556
9,10,364.l.8091.t.7,One for the Mainland,113.0,146.0,0.77397260274,172.0,353.0,0.487252124646,42.0,499.0,161.0,114.0,40.0,17.0,67.0,8.0,3.0,7.0,9.0,12.0,8.0,3.0,10.0,10.0,7.77777777778
5,10,364.l.8091.t.9,Stream Team,67.0,89.0,0.752808988764,158.0,364.0,0.434065934066,50.0,433.0,143.0,99.0,39.0,17.0,64.0,10.0,13.0,5.0,11.0,14.0,11.0,4.0,10.0,7.5,9.5
6,10,364.l.8091.t.4,Cool Cats,78.0,96.0,0.8125,162.0,383.0,0.422976501305,28.0,430.0,169.0,98.0,38.0,12.0,59.0,5.0,14.0,13.0,12.0,10.0,12.0,5.0,14.0,4.0,9.88888888889
7,10,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,48.0,66.0,0.727272727273,140.0,311.0,0.450160771704,32.0,360.0,149.0,59.0,27.0,16.0,61.0,13.0,12.0,12.0,14.0,13.0,14.0,14.0,12.0,6.0,12.2222222222
