,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
5,13,364.l.8091.t.12,Valar Moredunkis,126.0,158.0,0.79746835443,232.0,476.0,0.487394957983,59.0,649.0,189.0,120.0,41.0,20.0,65.0,3.0,3.0,4.5,2.0,9.0,7.0,5.5,10.5,6.0,5.61111111111
8,13,364.l.8091.t.5,D-League All-Stars,99.0,111.0,0.891891891892,199.0,439.0,0.453302961276,60.0,557.0,190.0,134.0,41.0,23.0,75.0,2.0,10.0,2.5,4.0,8.0,4.0,5.5,6.5,10.5,5.88888888889
6,13,364.l.8091.t.4,Cool Cats,150.0,165.0,0.909090909091,233.0,527.0,0.442125237192,60.0,676.0,227.0,130.0,35.0,21.0,80.0,1.0,12.0,2.5,1.0,3.0,5.0,8.5,9.0,13.0,6.11111111111
11,13,364.l.8091.t.9,Stream Team,84.0,106.0,0.792452830189,216.0,446.0,0.484304932735,38.0,554.0,204.0,155.0,43.0,18.0,70.0,5.0,4.0,9.0,6.0,7.0,1.0,3.5,12.5,9.0,6.33333333333
12,13,364.l.8091.t.7,One for the Mainland,139.0,176.0,0.789772727273,215.0,455.0,0.472527472527,45.0,614.0,229.0,116.0,29.0,26.0,76.0,6.0,6.0,7.5,3.0,2.0,8.0,10.5,2.5,12.0,6.38888888889
10,13,364.l.8091.t.6,Jimmy & Jimmy Co.,93.0,117.0,0.794871794872,174.0,375.0,0.464,37.0,478.0,221.0,110.0,43.0,24.0,65.0,4.0,7.0,10.5,10.0,4.0,9.0,3.5,4.5,6.0,6.5
13,13,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,67.0,85.0,0.788235294118,191.0,370.0,0.516216216216,45.0,494.0,177.0,82.0,39.0,26.0,45.0,7.0,2.0,7.5,8.0,12.0,13.0,7.0,2.5,2.0,6.77777777778
4,13,364.l.8091.t.3,Forgot About Dray,88.0,121.0,0.727272727273,175.0,327.0,0.535168195719,21.0,459.0,234.0,139.0,29.0,38.0,66.0,13.0,1.0,14.0,12.0,1.0,2.0,10.5,1.0,8.0,6.94444444444
0,13,364.l.8091.t.1,Adam Silver,117.0,155.0,0.754838709677,190.0,400.0,0.475,59.0,556.0,138.0,86.0,25.0,24.0,61.0,10.0,5.0,4.5,5.0,14.0,12.0,12.0,4.5,4.0,7.88888888889
7,13,364.l.8091.t.11,Icin On The Beefcake,84.0,110.0,0.763636363636,193.0,451.0,0.427937915743,46.0,516.0,187.0,127.0,52.0,23.0,81.0,8.0,14.0,6.0,7.0,10.0,6.0,1.0,6.5,14.0,8.05555555556
9,13,364.l.8091.t.10,Trinh,54.0,74.0,0.72972972973,186.0,434.0,0.428571428571,66.0,492.0,180.0,105.0,35.0,22.0,59.0,12.0,13.0,1.0,9.0,11.0,11.0,8.5,8.0,3.0,8.5
2,13,364.l.8091.t.2,#Hwaiting,82.0,114.0,0.719298245614,176.0,380.0,0.463157894737,28.0,462.0,207.0,107.0,44.0,20.0,75.0,14.0,8.0,13.0,11.0,5.0,10.0,2.0,10.5,10.5,9.33333333333
1,13,364.l.8091.t.14,Browshakalaka,71.0,93.0,0.763440860215,173.0,384.0,0.450520833333,37.0,454.0,147.0,137.0,20.0,16.0,65.0,9.0,11.0,10.5,13.0,13.0,3.0,13.0,14.0,6.0,10.2777777778
3,13,364.l.8091.t.13,Harry B's Hairy Bees,64.0,87.0,0.735632183908,168.0,368.0,0.45652173913,29.0,429.0,206.0,74.0,19.0,18.0,43.0,11.0,9.0,12.0,14.0,6.0,14.0,14.0,12.5,1.0,10.3888888889
