,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
1,14,364.l.8091.t.2,#Hwaiting,126.0,160.0,0.7875,284.0,527.0,0.53889943074,37.0,731.0,269.0,156.0,68.0,41.0,89.0,10.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,13.0,4.44444444444
8,14,364.l.8091.t.6,Jimmy & Jimmy Co.,111.0,132.0,0.840909090909,220.0,446.0,0.493273542601,46.0,597.0,216.0,116.0,45.0,27.0,51.0,2.0,4.0,7.5,7.0,4.5,9.0,4.0,5.0,2.0,5.0
6,14,364.l.8091.t.5,D-League All-Stars,126.0,150.0,0.84,221.0,499.0,0.442885771543,81.0,649.0,216.0,172.0,49.0,20.0,107.0,3.0,11.0,1.0,4.0,4.5,1.0,2.5,9.5,14.0,5.61111111111
10,14,364.l.8091.t.7,One for the Mainland,135.0,169.0,0.798816568047,241.0,501.0,0.481037924152,49.0,666.0,244.0,138.0,38.0,31.0,75.0,7.0,6.0,6.0,3.0,3.0,7.0,5.5,3.0,10.0,5.61111111111
2,14,364.l.8091.t.3,Forgot About Dray,92.0,146.0,0.630136986301,180.0,360.0,0.5,25.0,477.0,260.0,151.0,49.0,35.0,61.0,14.0,3.0,12.0,11.0,2.0,3.0,2.5,2.0,5.0,6.05555555556
9,14,364.l.8091.t.10,Trinh,71.0,86.0,0.825581395349,187.0,404.0,0.462871287129,66.0,511.0,186.0,93.0,37.0,23.0,58.0,5.5,9.0,3.0,8.0,10.0,11.5,7.0,6.0,4.0,7.11111111111
0,14,364.l.8091.t.1,Adam Silver,142.0,172.0,0.825581395349,241.0,496.0,0.485887096774,80.0,704.0,154.0,104.0,29.0,13.0,65.0,5.5,5.0,2.0,2.0,13.0,10.0,10.5,14.0,7.5,7.72222222222
4,14,364.l.8091.t.4,Cool Cats,144.0,164.0,0.878048780488,219.0,496.0,0.441532258065,61.0,643.0,191.0,121.0,26.0,21.0,67.0,1.0,12.0,5.0,5.0,9.0,8.0,13.0,8.0,9.0,7.77777777778
5,14,364.l.8091.t.12,Valar Moredunkis,103.0,123.0,0.837398373984,173.0,395.0,0.437974683544,46.0,495.0,150.0,143.0,29.0,20.0,53.0,4.0,13.0,7.5,10.0,14.0,5.0,10.5,9.5,3.0,8.5
3,14,364.l.8091.t.13,Harry B's Hairy Bees,96.0,123.0,0.780487804878,173.0,342.0,0.505847953216,14.0,456.0,211.0,66.0,30.0,16.0,48.0,11.0,2.0,14.0,12.0,6.0,14.0,9.0,12.0,1.0,9.0
11,14,364.l.8091.t.9,Stream Team,66.0,83.0,0.795180722892,150.0,316.0,0.474683544304,22.0,388.0,164.0,146.0,38.0,19.0,65.0,9.0,7.0,13.0,14.0,12.0,4.0,5.5,11.0,7.5,9.22222222222
7,14,364.l.8091.t.11,Icin On The Beefcake,106.0,138.0,0.768115942029,217.0,505.0,0.429702970297,62.0,602.0,198.0,139.0,35.0,14.0,79.0,13.0,14.0,4.0,6.0,8.0,6.0,8.0,13.0,11.5,9.27777777778
12,14,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,81.0,104.0,0.778846153846,192.0,408.0,0.470588235294,40.0,505.0,170.0,79.0,22.0,29.0,63.0,12.0,8.0,9.0,9.0,11.0,13.0,14.0,4.0,6.0,9.55555555556
13,14,364.l.8091.t.14,Browshakalaka,99.0,124.0,0.798387096774,164.0,356.0,0.460674157303,26.0,453.0,201.0,93.0,28.0,22.0,79.0,8.0,10.0,11.0,13.0,7.0,11.5,12.0,7.0,11.5,10.1111111111
