,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
10,4,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,83.0,115.0,0.721739130435,236.0,465.0,0.50752688172,65.0,620.0,255.0,84.0,40.0,39.0,59.0,12.0,2.0,1.0,1.0,1.0,12.0,4.0,1.0,6.0,4.44444444444
5,4,364.l.8091.t.14,Browshakalaka,120.0,140.0,0.857142857143,200.0,445.0,0.449438202247,44.0,564.0,200.0,121.0,31.0,30.0,68.0,2.0,6.0,8.5,2.0,8.0,4.0,9.0,3.5,9.0,5.77777777778
11,4,364.l.8091.t.11,Icin On The Beefcake,90.0,122.0,0.737704918033,213.0,464.0,0.459051724138,43.0,559.0,252.0,148.0,35.0,32.0,103.0,11.0,5.0,10.0,4.0,2.0,1.0,6.0,2.0,14.0,6.11111111111
7,4,364.l.8091.t.13,Harry B's Hairy Bees,93.0,111.0,0.837837837838,204.0,455.0,0.448351648352,56.0,557.0,165.0,115.0,43.0,17.0,60.0,3.0,7.0,2.0,5.0,13.0,6.5,2.0,10.0,7.0,6.16666666667
6,4,364.l.8091.t.6,Jimmy & Jimmy Co.,93.0,121.0,0.768595041322,196.0,440.0,0.445454545455,46.0,531.0,237.0,98.0,43.0,26.0,57.0,8.0,8.0,7.0,8.0,4.0,10.0,2.0,5.0,4.5,6.27777777778
9,4,364.l.8091.t.12,Valar Moredunkis,133.0,175.0,0.76,197.0,482.0,0.408713692946,35.0,562.0,209.0,135.0,43.0,19.0,72.0,9.0,14.0,12.5,3.0,6.0,3.0,2.0,7.0,10.0,7.38888888889
1,4,364.l.8091.t.5,D-League All-Stars,121.0,145.0,0.834482758621,190.0,442.0,0.429864253394,55.0,556.0,194.0,141.0,23.0,18.0,73.0,4.0,10.0,3.0,6.0,9.0,2.0,14.0,8.0,11.0,7.44444444444
4,4,364.l.8091.t.3,Forgot About Dray,57.0,89.0,0.640449438202,161.0,316.0,0.509493670886,35.0,414.0,246.0,107.0,33.0,30.0,57.0,14.0,1.0,12.5,14.0,3.0,9.0,7.5,3.5,4.5,7.66666666667
13,4,364.l.8091.t.10,Trinh,69.0,80.0,0.8625,171.0,404.0,0.423267326733,47.0,458.0,155.0,80.0,39.0,17.0,44.0,1.0,11.0,6.0,12.0,14.0,13.0,5.0,10.0,1.0,8.11111111111
8,4,364.l.8091.t.7,One for the Mainland,80.0,101.0,0.792079207921,187.0,406.0,0.460591133005,36.0,490.0,192.0,115.0,26.0,17.0,56.0,7.0,4.0,11.0,11.0,11.0,6.5,12.0,10.0,3.0,8.38888888889
0,4,364.l.8091.t.1,Adam Silver,111.0,140.0,0.792857142857,194.0,471.0,0.411889596603,54.0,553.0,204.0,120.0,28.0,15.0,78.0,6.0,13.0,4.0,7.0,7.0,5.0,11.0,13.0,12.0,8.66666666667
2,4,364.l.8091.t.2,#Hwaiting,80.0,115.0,0.695652173913,194.0,403.0,0.481389578164,32.0,500.0,193.0,85.0,25.0,25.0,49.0,13.0,3.0,14.0,10.0,10.0,11.0,13.0,6.0,2.0,9.11111111111
3,4,364.l.8091.t.4,Cool Cats,84.0,102.0,0.823529411765,195.0,466.0,0.418454935622,44.0,518.0,170.0,110.0,33.0,16.0,82.0,5.0,12.0,8.5,9.0,12.0,8.0,7.5,12.0,13.0,9.66666666667
12,4,364.l.8091.t.9,Stream Team,65.0,87.0,0.747126436782,170.0,382.0,0.44502617801,51.0,456.0,232.0,79.0,29.0,14.0,61.0,10.0,9.0,5.0,13.0,5.0,14.0,10.0,14.0,8.0,9.77777777778
