,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
1,5,364.l.8091.t.6,Jimmy & Jimmy Co.,75.0,93.0,0.806451612903,212.0,418.0,0.507177033493,31.0,530.0,261.0,92.0,45.0,44.0,54.0,6.0,2.0,13.0,8.0,1.0,11.0,1.0,1.0,2.0,5.0
8,5,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,94.0,112.0,0.839285714286,227.0,462.0,0.491341991342,49.0,597.0,223.0,82.0,26.0,34.0,67.0,3.0,4.0,5.0,1.0,3.0,12.0,12.0,3.0,10.0,5.88888888889
3,5,364.l.8091.t.5,D-League All-Stars,128.0,146.0,0.876712328767,194.0,418.0,0.464114832536,78.0,594.0,174.0,138.0,34.0,13.0,89.0,1.0,10.0,1.0,2.0,9.0,2.0,7.5,13.0,14.0,6.61111111111
5,5,364.l.8091.t.4,Cool Cats,114.0,135.0,0.844444444444,207.0,496.0,0.417338709677,57.0,585.0,182.0,124.0,39.0,16.0,74.0,2.0,14.0,4.0,3.0,7.0,5.0,3.0,12.0,12.0,6.88888888889
9,5,364.l.8091.t.12,Valar Moredunkis,82.0,109.0,0.752293577982,185.0,417.0,0.443645083933,41.0,493.0,191.0,131.0,35.0,27.0,58.0,10.0,11.0,8.5,10.0,6.0,3.5,5.5,5.5,4.5,7.16666666667
4,5,364.l.8091.t.3,Forgot About Dray,87.0,129.0,0.674418604651,155.0,313.0,0.495207667732,25.0,422.0,259.0,123.0,38.0,42.0,60.0,14.0,3.0,14.0,13.0,2.0,6.0,4.0,2.0,7.0,7.22222222222
11,5,364.l.8091.t.11,Icin On The Beefcake,93.0,126.0,0.738095238095,204.0,469.0,0.434968017058,41.0,542.0,220.0,148.0,31.0,28.0,77.0,12.0,12.0,8.5,5.0,4.0,1.0,9.5,4.0,13.0,7.66666666667
13,5,364.l.8091.t.14,Browshakalaka,117.0,152.0,0.769736842105,209.0,446.0,0.468609865471,40.0,575.0,179.0,98.0,34.0,23.0,59.0,8.0,8.0,10.0,4.0,8.0,10.0,7.5,8.0,6.0,7.72222222222
12,5,364.l.8091.t.10,Trinh,53.0,69.0,0.768115942029,175.0,345.0,0.507246376812,68.0,471.0,146.0,106.0,31.0,17.0,58.0,9.0,1.0,2.0,12.0,14.0,8.0,9.5,11.0,4.5,7.88888888889
0,5,364.l.8091.t.1,Adam Silver,70.0,89.0,0.786516853933,193.0,401.0,0.481296758105,48.0,504.0,171.0,103.0,28.0,27.0,66.0,7.0,5.0,6.0,9.0,10.0,9.0,11.0,5.5,9.0,7.94444444444
2,5,364.l.8091.t.2,#Hwaiting,66.0,88.0,0.75,192.0,411.0,0.467153284672,35.0,485.0,218.0,110.0,43.0,24.0,65.0,11.0,9.0,12.0,11.0,5.0,7.0,2.0,7.0,8.0,8.0
7,5,364.l.8091.t.13,Harry B's Hairy Bees,122.0,148.0,0.824324324324,190.0,453.0,0.419426048565,39.0,541.0,166.0,131.0,35.0,10.0,68.0,5.0,13.0,11.0,6.0,11.0,3.5,5.5,14.0,11.0,8.88888888889
6,5,364.l.8091.t.7,One for the Mainland,79.0,108.0,0.731481481481,193.0,411.0,0.469586374696,66.0,531.0,158.0,81.0,20.0,19.0,55.0,13.0,7.0,3.0,7.0,12.0,13.0,14.0,9.0,3.0,9.0
10,5,364.l.8091.t.9,Stream Team,43.0,52.0,0.826923076923,157.0,328.0,0.478658536585,44.0,401.0,151.0,75.0,21.0,18.0,35.0,4.0,6.0,7.0,14.0,13.0,14.0,13.0,10.0,1.0,9.11111111111
