team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,7.0,3.5,5.0,5.0,7.0,6.5,4.5,6.0,10.5,6.11111111111
364.l.8091.t.11,Icin On The Beefcake,12.0,4.5,7.5,4.0,3.0,4.25,6.75,3.75,12.5,6.47222222222
364.l.8091.t.2,#Hwaiting,13.5,5.0,8.25,4.0,1.5,6.5,10.5,1.0,9.0,6.58333333333
364.l.8091.t.10,Trinh,3.5,5.5,3.0,8.5,11.0,9.75,8.5,7.25,2.75,6.63888888889
364.l.8091.t.12,Valar Moredunkis,5.5,6.5,7.5,4.5,7.5,8.25,9.25,7.0,3.75,6.63888888889
364.l.8091.t.9,Stream Team,5.5,10.5,4.0,7.0,10.5,7.0,2.75,8.5,4.75,6.72222222222
364.l.8091.t.14,Browshakalaka,7.5,9.5,11.0,8.5,6.5,6.75,1.25,7.0,8.0,7.33333333333
364.l.8091.t.5,D-League All-Stars,2.0,10.0,1.5,7.5,10.0,2.5,9.0,11.5,12.5,7.38888888889
364.l.8091.t.13,Harry B's Hairy Bees,6.5,6.5,7.5,5.0,7.5,8.5,10.25,10.0,8.0,7.75
364.l.8091.t.3,Forgot About Dray,11.5,6.5,12.25,13.5,3.0,3.5,10.75,3.25,6.5,7.86111111111
364.l.8091.t.1,Adam Silver,3.0,10.0,3.0,7.5,10.5,13.5,10.5,9.25,4.5,7.97222222222
364.l.8091.t.6,Jimmy & Jimmy Co.,8.0,10.0,13.0,11.5,6.5,9.0,3.0,9.25,7.75,8.66666666667
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,11.5,6.5,10.0,8.0,8.5,9.0,11.75,7.5,7.5,8.91666666667
364.l.8091.t.4,Cool Cats,8.0,10.5,11.5,10.5,12.0,10.0,6.25,13.75,7.0,9.94444444444
