team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,7.72727272727,7.27272727273,5.45454545455,4.36363636364,5.59090909091,6.86363636364,7.68181818182,5.86363636364,8.45454545455,6.58585858586
364.l.8091.t.11,Icin On The Beefcake,9.90909090909,9.27272727273,6.54545454545,4.68181818182,4.45454545455,3.27272727273,6.81818181818,5.13636363636,12.0909090909,6.90909090909
364.l.8091.t.3,Forgot About Dray,13.1818181818,2.81818181818,12.7272727273,12.0,1.72727272727,4.81818181818,6.13636363636,2.22727272727,7.40909090909,7.00505050505
364.l.8091.t.2,#Hwaiting,11.1818181818,4.90909090909,10.8636363636,7.95454545455,4.0,7.72727272727,5.13636363636,3.68181818182,9.31818181818,7.19696969697
364.l.8091.t.6,Jimmy & Jimmy Co.,7.45454545455,6.54545454545,10.0,9.72727272727,6.68181818182,8.90909090909,3.09090909091,7.90909090909,4.95454545455,7.25252525253
364.l.8091.t.5,D-League All-Stars,2.81818181818,11.4545454545,2.22727272727,6.5,8.63636363636,3.22727272727,8.68181818182,10.6363636364,11.4090909091,7.28787878788
364.l.8091.t.12,Valar Moredunkis,5.45454545455,8.54545454545,8.40909090909,6.27272727273,9.0,5.72727272727,7.04545454545,8.77272727273,6.59090909091,7.31313131313
364.l.8091.t.10,Trinh,7.68181818182,6.63636363636,2.81818181818,9.18181818182,12.1818181818,10.5,6.95454545455,7.86363636364,3.63636363636,7.49494949495
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,8.81818181818,5.0,8.18181818182,7.63636363636,7.72727272727,12.1818181818,10.2727272727,4.22727272727,4.45454545455,7.61111111111
364.l.8091.t.4,Cool Cats,3.63636363636,10.6363636364,6.09090909091,4.31818181818,8.81818181818,7.40909090909,7.81818181818,11.6818181818,10.9090909091,7.92424242424
364.l.8091.t.1,Adam Silver,6.04545454545,9.09090909091,3.54545454545,5.81818181818,11.1818181818,9.18181818182,10.5,9.22727272727,6.72727272727,7.92424242424
364.l.8091.t.9,Stream Team,8.0,8.45454545455,8.95454545455,10.4545454545,8.59090909091,7.36363636364,6.54545454545,9.13636363636,5.59090909091,8.12121212121
364.l.8091.t.13,Harry B's Hairy Bees,5.90909090909,6.63636363636,9.09090909091,7.36363636364,7.77272727273,9.18181818182,10.4090909091,10.7727272727,6.27272727273,8.15656565657
364.l.8091.t.14,Browshakalaka,7.18181818182,7.72727272727,10.0909090909,8.72727272727,8.63636363636,8.63636363636,7.90909090909,7.86363636364,7.18181818182,8.21717171717
