team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,6.6,8.2,5.2,3.8,4.4,5.4,6.5,4.5,11.0,6.17777777778
364.l.8091.t.12,Valar Moredunkis,3.8,5.2,7.0,4.2,8.6,7.1,7.8,8.7,5.6,6.44444444444
364.l.8091.t.11,Icin On The Beefcake,10.6,8.6,5.8,4.3,5.4,4.1,4.7,5.5,12.8,6.86666666667
364.l.8091.t.10,Trinh,7.6,6.8,2.4,7.6,11.4,10.1,7.1,6.7,3.7,7.04444444444
364.l.8091.t.2,#Hwaiting,11.8,6.4,10.3,8.3,2.8,7.1,6.5,3.5,9.0,7.3
364.l.8091.t.3,Forgot About Dray,12.6,3.8,13.3,12.4,1.8,2.2,8.1,2.8,8.7,7.3
364.l.8091.t.5,D-League All-Stars,2.2,11.0,2.4,6.1,8.7,4.0,8.5,10.7,12.7,7.36666666667
364.l.8091.t.9,Stream Team,8.2,9.4,6.7,8.0,9.3,5.4,4.5,9.2,5.7,7.37777777778
364.l.8091.t.1,Adam Silver,6.0,9.4,3.8,5.8,12.0,11.8,9.1,7.4,4.2,7.72222222222
364.l.8091.t.6,Jimmy & Jimmy Co.,7.6,7.8,11.3,11.4,7.0,8.0,3.0,8.0,6.5,7.84444444444
364.l.8091.t.4,Cool Cats,5.0,9.0,6.2,5.1,8.8,8.6,8.4,12.5,9.7,8.14444444444
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,9.6,5.8,9.3,9.0,9.6,11.2,11.2,4.7,4.0,8.26666666667
364.l.8091.t.13,Harry B's Hairy Bees,5.6,6.0,9.9,8.4,6.0,11.8,12.5,11.5,4.8,8.5
364.l.8091.t.14,Browshakalaka,7.8,7.6,11.4,10.6,9.2,8.2,7.1,9.3,6.6,8.64444444444
