team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,6.7368421052631575,7.578947368421052,5.815789473684211,4.684210526315789,5.947368421052632,7.342105263157895,6.5,5.7894736842105265,8.973684210526315,6.596491228070175
364.l.8091.t.3,Forgot About Dray,13.105263157894736,2.6842105263157894,12.368421052631579,11.68421052631579,1.5263157894736843,4.394736842105263,5.0,3.289473684210526,9.052631578947368,7.011695906432748
364.l.8091.t.11,Icin On The Beefcake,9.18421052631579,8.421052631578947,6.973684210526316,5.447368421052632,5.2894736842105265,4.7105263157894735,8.868421052631579,4.657894736842105,10.526315789473685,7.1198830409356715
364.l.8091.t.2,#Hwaiting,12.0,5.315789473684211,10.210526315789474,7.184210526315789,3.526315789473684,7.184210526315789,5.394736842105263,3.789473684210526,10.026315789473685,7.181286549707601
364.l.8091.t.5,D-League All-Stars,3.736842105263158,10.368421052631579,2.3684210526315788,6.131578947368421,8.947368421052632,3.6578947368421053,8.210526315789474,10.18421052631579,11.657894736842104,7.251461988304093
364.l.8091.t.6,Jimmy & Jimmy Co.,7.2631578947368425,7.105263157894737,10.526315789473685,9.68421052631579,7.131578947368421,8.342105263157896,3.3421052631578947,7.5,5.578947368421052,7.385964912280703
364.l.8091.t.10,Trinh,6.7631578947368425,7.315789473684211,3.4210526315789473,8.368421052631579,12.131578947368421,10.131578947368421,6.552631578947368,8.868421052631579,3.5789473684210527,7.459064327485381
364.l.8091.t.12,Valar Moredunkis,5.2105263157894735,8.789473684210526,7.684210526315789,6.947368421052632,9.210526315789474,5.684210526315789,7.2631578947368425,9.763157894736842,6.657894736842105,7.467836257309941
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,8.473684210526315,4.947368421052632,8.657894736842104,8.078947368421053,7.2631578947368425,12.368421052631579,10.657894736842104,4.026315789473684,3.8947368421052633,7.596491228070174
364.l.8091.t.1,Adam Silver,5.447368421052632,8.473684210526315,2.9473684210526314,5.7368421052631575,11.131578947368421,9.447368421052632,10.105263157894736,9.789473684210526,6.578947368421052,7.739766081871344
364.l.8091.t.4,Cool Cats,5.368421052631579,10.842105263157896,6.105263157894737,4.684210526315789,9.052631578947368,6.447368421052632,7.2894736842105265,10.657894736842104,10.5,7.883040935672515
364.l.8091.t.14,Boomshakalaka,7.894736842105263,7.894736842105263,9.236842105263158,7.2631578947368425,7.657894736842105,8.078947368421053,8.921052631578947,7.394736842105263,7.2368421052631575,7.9532163742690045
364.l.8091.t.9,Stream Team,6.7894736842105265,8.736842105263158,9.473684210526315,11.052631578947368,7.684210526315789,8.736842105263158,6.447368421052632,9.026315789473685,5.2105263157894735,8.128654970760234
364.l.8091.t.13,Harry B's Hairy Bees,7.026315789473684,6.526315789473684,9.210526315789474,8.052631578947368,8.5,8.473684210526315,10.447368421052632,10.263157894736842,5.526315789473684,8.225146198830409
