team_key,name,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
364.l.8091.t.7,One for the Mainland,7.29411764706,7.11764705882,5.67647058824,4.52941176471,5.82352941176,7.47058823529,7.0,5.76470588235,8.97058823529,6.62745098039
364.l.8091.t.3,Forgot About Dray,13.1764705882,2.58823529412,12.3823529412,11.4705882353,1.52941176471,4.14705882353,5.23529411765,2.70588235294,8.67647058824,6.87908496732
364.l.8091.t.5,D-League All-Stars,3.47058823529,10.6470588235,1.97058823529,5.38235294118,8.35294117647,3.44117647059,7.88235294118,9.97058823529,11.6470588235,6.97385620915
364.l.8091.t.11,Icin On The Beefcake,9.05882352941,8.47058823529,7.26470588235,5.61764705882,5.05882352941,4.35294117647,8.47058823529,4.64705882353,11.0,7.1045751634
364.l.8091.t.2,#Hwaiting,11.8235294118,4.94117647059,10.2941176471,7.73529411765,3.76470588235,7.5,5.5,4.11764705882,9.67647058824,7.2614379085
364.l.8091.t.10,Trinh,6.91176470588,6.88235294118,3.17647058824,8.52941176471,12.0882352941,10.4411764706,6.76470588235,8.91176470588,3.5,7.46732026144
364.l.8091.t.6,Jimmy & Jimmy Co.,7.47058823529,7.23529411765,10.5,10.1470588235,7.17647058824,8.79411764706,3.05882352941,7.82352941176,5.5,7.52287581699
364.l.8091.t.12,Valar Moredunkis,5.29411764706,8.88235294118,8.23529411765,6.94117647059,9.47058823529,5.79411764706,7.11764705882,9.73529411765,6.97058823529,7.6045751634
364.l.8091.t.1,Adam Silver,5.44117647059,9.23529411765,3.11764705882,5.47058823529,10.9705882353,9.17647058824,9.76470588235,9.70588235294,6.79411764706,7.74183006536
364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,8.76470588235,4.94117647059,8.85294117647,8.32352941176,7.41176470588,12.2941176471,11.1176470588,3.94117647059,4.11764705882,7.75163398693
364.l.8091.t.4,Cool Cats,4.58823529412,11.1176470588,5.79411764706,4.32352941176,9.11764705882,6.44117647059,7.32352941176,11.1176470588,10.3235294118,7.79411764706
364.l.8091.t.9,Stream Team,7.23529411765,8.29411764706,9.11764705882,10.9117647059,7.82352941176,8.23529411765,6.5,8.67647058824,5.11764705882,7.99019607843
364.l.8091.t.14,Browshakalaka,7.76470588235,8.05882352941,9.38235294118,7.44117647059,7.73529411765,8.20588235294,8.67647058824,7.5,7.38235294118,8.01633986928
364.l.8091.t.13,Harry B's Hairy Bees,6.70588235294,6.58823529412,9.23529411765,8.17647058824,8.67647058824,8.70588235294,10.5882352941,10.3823529412,5.32352941176,8.26470588235
