first_name,last_name,position,team,timestamp,type
Jusuf,Nurkic,C,Valar Moredunkis,"Thu, 21 Jan 2016 04:25:12",add
Jeff,Withey,C,Valar Moredunkis,"Thu, 21 Jan 2016 04:25:12",drop
Willie,Cauley-Stein,"PF,C",Thailandia,"Thu, 21 Jan 2016 00:14:38",add
Mario,Chalmers,"PG,SG",Thailandia,"Thu, 21 Jan 2016 00:14:38",drop
Myles,Turner,"PF,C",Adam Silver,"Tue, 19 Jan 2016 22:28:10",add
Patrick,Beverley,"PG,SG",Adam Silver,"Tue, 19 Jan 2016 22:28:10",drop
Aaron,Gordon,"SF,PF",Adam Silver,"Mon, 18 Jan 2016 23:18:55",add
Terrence,Jones,"SF,PF",Adam Silver,"Mon, 18 Jan 2016 23:18:55",drop
Meyers,Leonard,"PF,C",Greendale CC,"Mon, 18 Jan 2016 22:58:38",add
Jusuf,Nurkic,C,Greendale CC,"Mon, 18 Jan 2016 22:58:38",drop
Joe,Johnson,"SG,SF",Cool Cats,"Mon, 18 Jan 2016 22:58:03",add
Danny,Green,"SG,SF",Cool Cats,"Mon, 18 Jan 2016 22:58:03",drop
Donald,Sloan,"PG,SG",Thailandia,"Fri, 15 Jan 2016 21:00:49",add
Jon,Leuer,"PF,C",Thailandia,"Fri, 15 Jan 2016 21:00:49",drop
Terrence,Jones,"SF,PF",Adam Silver,"Thu, 14 Jan 2016 03:20:48",add
Aaron,Gordon,"SF,PF",Adam Silver,"Thu, 14 Jan 2016 03:20:48",drop
Jabari,Parker,"SF,PF",Mr. Franchise,"Thu, 14 Jan 2016 00:08:29",add
Roy,Hibbert,C,Mr. Franchise,"Thu, 14 Jan 2016 00:08:29",drop
Markieff,Morris,"PF,C",Thailandia,"Wed, 13 Jan 2016 20:40:48",add
Shane,Larkin,PG,Thailandia,"Wed, 13 Jan 2016 20:40:48",drop
Garrett,Temple,"PG,SG",Thailandia,"Wed, 13 Jan 2016 20:37:58",add
Jose,Calderon,PG,Thailandia,"Wed, 13 Jan 2016 20:37:58",drop
Dennis,Schroder,PG,Triple Double No Ast,"Mon, 11 Jan 2016 22:36:29",add
Jameer,Nelson,PG,Triple Double No Ast,"Mon, 11 Jan 2016 22:36:29",drop
Tony,Allen,"SG,SF",D-League All-Stars,"Mon, 11 Jan 2016 21:09:42",add
Jordan,Hill,"PF,C",D-League All-Stars,"Mon, 11 Jan 2016 21:09:42",drop
Jose,Calderon,PG,Thailandia,"Mon, 11 Jan 2016 12:18:05",add
Bobby,Portis,"PF,C",Thailandia,"Mon, 11 Jan 2016 12:18:05",drop
Mario,Chalmers,"PG,SG",Thailandia,"Sat, 09 Jan 2016 21:55:05",add
Meyers,Leonard,"PF,C",Thailandia,"Sat, 09 Jan 2016 21:55:05",drop
Aaron,Gordon,"SF,PF",Adam Silver,"Sat, 09 Jan 2016 21:20:53",add
DeMarre,Carroll,"SF,PF",Adam Silver,"Sat, 09 Jan 2016 21:20:53",drop
Jared,Sullinger,"PF,C",Triple Double No Ast,"Fri, 08 Jan 2016 20:28:07",add
Festus,Ezeli,C,Triple Double No Ast,"Fri, 08 Jan 2016 20:28:07",drop
Amir,Johnson,"PF,C",Mr. Franchise,"Fri, 08 Jan 2016 02:02:58",add
Jarrett,Jack,"PG,SG",Mr. Franchise,"Fri, 08 Jan 2016 02:02:58",drop
Robin,Lopez,C,#Hwaiting,"Tue, 05 Jan 2016 22:41:32",add
Ty,Lawson,PG,#Hwaiting,"Tue, 05 Jan 2016 22:41:32",drop
John,Henson,"PF,C",Triple Double No Ast,"Tue, 05 Jan 2016 21:47:44",add
Jerami,Grant,"SF,PF",Triple Double No Ast,"Tue, 05 Jan 2016 21:47:44",drop
Jared,Dudley,"SG,SF",Triple Double No Ast,"Tue, 05 Jan 2016 21:44:10",add
Ed,Davis,"PF,C",Triple Double No Ast,"Tue, 05 Jan 2016 21:44:10",drop
Marcus,Smart,PG,Greendale CC,"Tue, 05 Jan 2016 20:24:58",add
Terrence,Jones,"SF,PF",Greendale CC,"Tue, 05 Jan 2016 20:24:58",drop
Larry,Nance Jr.,PF,Trinh,"Tue, 05 Jan 2016 08:29:56",add
Nemanja,Bjelica,PF,Trinh,"Tue, 05 Jan 2016 08:29:56",drop
Jeff,Withey,C,Valar Moredunkis,"Mon, 04 Jan 2016 12:31:19",add
Jared,Sullinger,"PF,C",Valar Moredunkis,"Mon, 04 Jan 2016 12:31:19",drop
Shane,Larkin,PG,Thailandia,"Sun, 03 Jan 2016 17:15:34",add
Frank,Kaminsky,"PF,C",Thailandia,"Sun, 03 Jan 2016 17:15:34",drop
Jusuf,Nurkic,C,Greendale CC,"Sat, 02 Jan 2016 18:12:59",add
Al,Jefferson,"PF,C",Greendale CC,"Sat, 02 Jan 2016 18:12:59",drop
P.J.,Tucker,"SG,SF",Thailandia,"Fri, 01 Jan 2016 22:28:05",add
John,Henson,"PF,C",Thailandia,"Fri, 01 Jan 2016 22:28:05",drop
Devin,Booker,SG,Cool Cats,"Thu, 31 Dec 2015 21:04:45",add
Jerryd,Bayless,"PG,SG",Cool Cats,"Thu, 31 Dec 2015 21:04:45",drop
Frank,Kaminsky,"PF,C",Thailandia,"Thu, 31 Dec 2015 10:31:10",add
Alex,Len,"PF,C",Thailandia,"Thu, 31 Dec 2015 10:31:10",drop
Cody,Zeller,"PF,C",Mr. Franchise,"Wed, 30 Dec 2015 19:36:42",add
Ty,Lawson,PG,#Hwaiting,"Wed, 30 Dec 2015 04:22:08",add
Dennis,Schroder,PG,#Hwaiting,"Wed, 30 Dec 2015 04:22:08",drop
Nikola,Jokic,C,Adam Silver,"Wed, 30 Dec 2015 03:24:26",drop
John,Henson,"PF,C",Thailandia,"Wed, 30 Dec 2015 01:09:56",add
Jabari,Parker,"SF,PF",Thailandia,"Wed, 30 Dec 2015 01:09:56",drop
Jerryd,Bayless,"PG,SG",Cool Cats,"Tue, 29 Dec 2015 14:24:35",add
Eric,Bledsoe,"PG,SG",Cool Cats,"Tue, 29 Dec 2015 14:24:35",drop
Tristan,Thompson,"PF,C",Triple Double No Ast,"Mon, 28 Dec 2015 23:43:48",add
Steven,Adams,C,Triple Double No Ast,"Mon, 28 Dec 2015 23:43:48",drop
Trey,Burke,PG,Greendale CC,"Sun, 27 Dec 2015 20:21:33",add
Alec,Burks,"PG,SG",Greendale CC,"Sun, 27 Dec 2015 20:21:33",drop
Meyers,Leonard,"PF,C",Thailandia,"Sun, 27 Dec 2015 02:18:46",add
Andre,Iguodala,"SG,SF",Thailandia,"Sun, 27 Dec 2015 02:18:46",drop
Nikola,Jokic,C,Adam Silver,"Sat, 26 Dec 2015 22:40:29",add
Raymond,Felton,"PG,SG",Adam Silver,"Sat, 26 Dec 2015 22:40:29",drop
Zach,Randolph,"PF,C",Cool Cats,"Sat, 26 Dec 2015 22:06:13",add
Garrett,Temple,"PG,SG",Cool Cats,"Sat, 26 Dec 2015 22:06:13",drop
Taj,Gibson,"PF,C",Valar Moredunkis,"Sat, 26 Dec 2015 05:13:30",add
Jose,Calderon,PG,Valar Moredunkis,"Sat, 26 Dec 2015 05:13:30",drop
Garrett,Temple,"PG,SG",Cool Cats,"Fri, 25 Dec 2015 23:52:51",add
Derrick,Rose,PG,Cool Cats,"Fri, 25 Dec 2015 23:52:51",drop
Dennis,Schroder,PG,#Hwaiting,"Thu, 24 Dec 2015 00:41:13",add
O.J.,Mayo,"PG,SG",#Hwaiting,"Thu, 24 Dec 2015 00:41:13",drop
Steven,Adams,C,Triple Double No Ast,"Wed, 23 Dec 2015 02:34:22",add
Gary,Neal,"PG,SG",Triple Double No Ast,"Wed, 23 Dec 2015 02:34:22",drop
Andre,Iguodala,"SG,SF",Thailandia,"Tue, 22 Dec 2015 21:55:55",add
Joffrey,Lauvergne,"PF,C",Thailandia,"Tue, 22 Dec 2015 21:55:55",drop
Kelly,Olynyk,C,Cool Cats,"Tue, 22 Dec 2015 17:32:21",add
Joakim,Noah,"PF,C",Cool Cats,"Tue, 22 Dec 2015 17:32:21",drop
Jordan,Hill,"PF,C",D-League All-Stars,"Mon, 21 Dec 2015 21:52:05",add
Amir,Johnson,"PF,C",D-League All-Stars,"Mon, 21 Dec 2015 21:52:05",drop
Gerald,Green,"SG,SF",Mr. Franchise,"Sun, 20 Dec 2015 23:26:10",add
Joe,Johnson,"SG,SF",Mr. Franchise,"Sun, 20 Dec 2015 23:26:10",drop
Bobby,Portis,"PF,C",Thailandia,"Sun, 20 Dec 2015 11:17:57",add
Courtney,Lee,"SG,SF",Thailandia,"Sun, 20 Dec 2015 11:17:57",drop
Jonas,Valanciunas,C,Adam Silver,"Sat, 19 Dec 2015 09:56:09",add
Zach,Randolph,"PF,C",Adam Silver,"Sat, 19 Dec 2015 09:56:09",drop
Joffrey,Lauvergne,"PF,C",Thailandia,"Sat, 19 Dec 2015 00:16:30",add
Andre,Iguodala,"SG,SF",Thailandia,"Sat, 19 Dec 2015 00:16:30",drop
Derrick,Rose,PG,Cool Cats,"Fri, 18 Dec 2015 23:16:17",add
Evan,Turner,"SG,SF",Cool Cats,"Fri, 18 Dec 2015 23:16:17",drop
Luol,Deng,"SF,PF",Greendale CC,"Fri, 18 Dec 2015 16:01:18",add
Mo,Williams,"PG,SG",Greendale CC,"Fri, 18 Dec 2015 16:01:18",drop
O.J.,Mayo,"PG,SG",#Hwaiting,"Thu, 17 Dec 2015 15:45:01",add
Jared,Dudley,"SG,SF",#Hwaiting,"Thu, 17 Dec 2015 15:45:01",drop
Courtney,Lee,"SG,SF",Thailandia,"Wed, 16 Dec 2015 23:49:46",add
Jeff,Green,"SG,SF",Thailandia,"Wed, 16 Dec 2015 23:49:46",drop
Gary,Neal,"PG,SG",Triple Double No Ast,"Wed, 16 Dec 2015 22:49:14",add
Shane,Larkin,PG,Triple Double No Ast,"Wed, 16 Dec 2015 22:49:14",drop
Jerami,Grant,"SF,PF",Triple Double No Ast,"Wed, 16 Dec 2015 22:43:43",add
Tristan,Thompson,"PF,C",Triple Double No Ast,"Wed, 16 Dec 2015 22:43:43",drop
Jared,Dudley,"SG,SF",#Hwaiting,"Tue, 15 Dec 2015 22:46:10",add
Kelly,Olynyk,C,#Hwaiting,"Tue, 15 Dec 2015 22:46:10",drop
Joakim,Noah,"PF,C",Cool Cats,"Tue, 15 Dec 2015 17:20:14",add
Meyers,Leonard,"PF,C",Cool Cats,"Tue, 15 Dec 2015 17:20:14",drop
Raymond,Felton,"PG,SG",Adam Silver,"Tue, 15 Dec 2015 14:00:20",add
Bojan,Bogdanovic,"SG,SF",Adam Silver,"Tue, 15 Dec 2015 14:00:20",drop
Jameer,Nelson,PG,Triple Double No Ast,"Tue, 15 Dec 2015 00:51:10",add
Thabo,Sefolosha,"SG,SF",Triple Double No Ast,"Tue, 15 Dec 2015 00:51:10",drop
Jeff,Green,"SG,SF",Thailandia,"Mon, 14 Dec 2015 23:36:07",add
Derrick,Rose,PG,Thailandia,"Mon, 14 Dec 2015 23:36:07",drop
Evan,Fournier,"SG,SF",So Kawhi 。◕ ‿ ◕。,"Mon, 14 Dec 2015 03:38:18",add
Langston,Galloway,"PG,SG",So Kawhi 。◕ ‿ ◕。,"Mon, 14 Dec 2015 03:38:18",drop
Allen,Crabbe,"PG,SG",Triple Double No Ast,"Sun, 13 Dec 2015 22:01:19",add
Jeremy,Lamb,"SG,SF",Triple Double No Ast,"Sun, 13 Dec 2015 22:01:19",drop
Matt,Barnes,"SG,SF",Adam Silver,"Sun, 13 Dec 2015 21:41:48",add
Jerami,Grant,"SF,PF",Adam Silver,"Sun, 13 Dec 2015 21:41:48",drop
D'Angelo,Russell,PG,Cool Cats,"Sat, 12 Dec 2015 03:24:21",add
Joffrey,Lauvergne,"PF,C",Cool Cats,"Sat, 12 Dec 2015 03:24:21",drop
Evan,Turner,"SG,SF",Cool Cats,"Sat, 12 Dec 2015 01:33:10",add
Evan,Fournier,"SG,SF",Cool Cats,"Sat, 12 Dec 2015 01:33:10",drop
Kelly,Olynyk,C,#Hwaiting,"Thu, 10 Dec 2015 19:36:26",add
Patty,Mills,PG,#Hwaiting,"Thu, 10 Dec 2015 19:36:26",drop
T.J.,Warren,SF,Greendale CC,"Thu, 10 Dec 2015 15:06:32",add
Markieff,Morris,"PF,C",Greendale CC,"Thu, 10 Dec 2015 15:06:32",drop
Michael,Carter-Williams,PG,Thailandia,"Thu, 10 Dec 2015 12:04:24",add
Rodney,Stuckey,"PG,SG",Thailandia,"Thu, 10 Dec 2015 12:04:24",drop
Joe,Johnson,"SG,SF",Mr. Franchise,"Thu, 10 Dec 2015 01:53:30",add
Jerryd,Bayless,"PG,SG",Mr. Franchise,"Thu, 10 Dec 2015 01:53:30",drop
Bojan,Bogdanovic,"SG,SF",Adam Silver,"Wed, 09 Dec 2015 12:50:43",add
D'Angelo,Russell,PG,Adam Silver,"Wed, 09 Dec 2015 12:50:43",drop
Shane,Larkin,PG,Triple Double No Ast,"Mon, 07 Dec 2015 16:17:14",add
Tony,Allen,"SG,SF",Triple Double No Ast,"Mon, 07 Dec 2015 16:17:14",drop
Rodney,Stuckey,"PG,SG",Thailandia,"Mon, 07 Dec 2015 12:30:55",add
Rondae,Hollis-Jefferson,"SG,SF",Thailandia,"Mon, 07 Dec 2015 12:30:55",drop
Amir,Johnson,"PF,C",D-League All-Stars,"Sun, 06 Dec 2015 01:43:00",add
Bismack,Biyombo,C,D-League All-Stars,"Sun, 06 Dec 2015 01:43:00",drop
Jon,Leuer,"PF,C",Thailandia,"Sun, 06 Dec 2015 01:35:50",add
T.J.,Warren,SF,Thailandia,"Sun, 06 Dec 2015 01:35:50",drop
Patrick,Beverley,"PG,SG",Adam Silver,"Fri, 04 Dec 2015 21:34:29",add
Isaiah,Canaan,PG,Adam Silver,"Fri, 04 Dec 2015 21:34:29",drop
Ian,Mahinmi,C,D-League All-Stars,"Thu, 03 Dec 2015 14:39:05",add
Emmanuel,Mudiay,PG,D-League All-Stars,"Thu, 03 Dec 2015 14:39:05",drop
Joffrey,Lauvergne,"PF,C",Cool Cats,"Thu, 03 Dec 2015 00:47:49",add
Robin,Lopez,C,Cool Cats,"Thu, 03 Dec 2015 00:47:49",drop
Mirza,Teletovic,"SF,PF",Mr. Franchise,"Wed, 02 Dec 2015 23:24:35",add
Nikola,Jokic,C,Mr. Franchise,"Wed, 02 Dec 2015 23:24:35",drop
Alex,Len,"PF,C",Thailandia,"Tue, 01 Dec 2015 22:25:12",add
Jeff,Green,"SG,SF",Thailandia,"Tue, 01 Dec 2015 22:25:12",drop
Isaiah,Canaan,PG,Adam Silver,"Tue, 01 Dec 2015 21:43:27",add
Joe,Johnson,"SG,SF",Adam Silver,"Tue, 01 Dec 2015 21:43:27",drop
Jerami,Grant,"SF,PF",Adam Silver,"Mon, 30 Nov 2015 12:22:13",add
Aaron,Gordon,"SF,PF",Adam Silver,"Mon, 30 Nov 2015 12:22:13",drop
Kosta,Koufos,"PF,C",Trinh,"Mon, 30 Nov 2015 08:03:58",add
Jonas,Valanciunas,C,Trinh,"Mon, 30 Nov 2015 08:03:58",drop
T.J.,Warren,SF,Thailandia,"Sun, 29 Nov 2015 00:51:33",add
T.J.,McConnell,PG,Thailandia,"Sun, 29 Nov 2015 00:51:33",drop
Joe,Johnson,"SG,SF",Adam Silver,"Sat, 28 Nov 2015 23:17:15",add
Dennis,Schroder,PG,Adam Silver,"Sat, 28 Nov 2015 23:17:15",drop
Meyers,Leonard,"PF,C",Cool Cats,"Sat, 28 Nov 2015 22:52:14",add
Joffrey,Lauvergne,"PF,C",Cool Cats,"Sat, 28 Nov 2015 22:52:14",drop
Jeff,Green,"SG,SF",Thailandia,"Fri, 27 Nov 2015 03:24:02",add
Jerami,Grant,"SF,PF",Thailandia,"Fri, 27 Nov 2015 03:24:02",drop
Bismack,Biyombo,C,D-League All-Stars,"Fri, 27 Nov 2015 01:42:59",add
Jamal,Crawford,"SG,SF",D-League All-Stars,"Fri, 27 Nov 2015 01:42:59",drop
Derrick,Rose,PG,Thailandia,"Thu, 26 Nov 2015 20:31:25",add
Trey,Burke,PG,Thailandia,"Thu, 26 Nov 2015 20:31:25",drop
Mo,Williams,"PG,SG",Greendale CC,"Thu, 26 Nov 2015 18:43:41",add
Michael,Carter-Williams,PG,Greendale CC,"Thu, 26 Nov 2015 18:43:41",drop
Jerami,Grant,"SF,PF",Thailandia,"Wed, 25 Nov 2015 21:33:14",add
Dwight,Powell,PF,Thailandia,"Wed, 25 Nov 2015 21:33:14",drop
Tristan,Thompson,"PF,C",Triple Double No Ast,"Wed, 25 Nov 2015 01:01:42",add
Tyson,Chandler,C,Triple Double No Ast,"Wed, 25 Nov 2015 01:01:42",drop
Thabo,Sefolosha,"SG,SF",Triple Double No Ast,"Wed, 25 Nov 2015 00:59:48",add
Joe,Johnson,"SG,SF",Triple Double No Ast,"Wed, 25 Nov 2015 00:59:48",drop
Aaron,Gordon,"SF,PF",Adam Silver,"Tue, 24 Nov 2015 03:00:45",add
Jeff,Green,"SG,SF",Adam Silver,"Tue, 24 Nov 2015 03:00:45",drop
Manu,Ginobili,"SG,SF",BDD,"Mon, 23 Nov 2015 20:08:19",add
Marcus,Thornton,"SG,SF",BDD,"Mon, 23 Nov 2015 20:08:19",drop
Gary,Harris,SG,#Hwaiting,"Mon, 23 Nov 2015 19:08:19",add
Ty,Lawson,PG,#Hwaiting,"Mon, 23 Nov 2015 19:08:19",drop
Joffrey,Lauvergne,"PF,C",Cool Cats,"Mon, 23 Nov 2015 15:53:46",add
Amir,Johnson,"PF,C",Cool Cats,"Mon, 23 Nov 2015 15:53:46",drop
Jose,Calderon,PG,Valar Moredunkis,"Mon, 23 Nov 2015 13:15:17",add
Marcus,Smart,PG,Valar Moredunkis,"Mon, 23 Nov 2015 13:15:17",drop
D'Angelo,Russell,PG,Adam Silver,"Mon, 23 Nov 2015 01:25:28",add
Mo,Williams,"PG,SG",Adam Silver,"Mon, 23 Nov 2015 01:25:28",drop
Rondae,Hollis-Jefferson,"SG,SF",Thailandia,"Sun, 22 Nov 2015 19:39:46",add
Mario,Chalmers,"PG,SG",Thailandia,"Sun, 22 Nov 2015 19:39:46",drop
Jabari,Parker,"SF,PF",Thailandia,"Sat, 21 Nov 2015 20:28:44",add
Frank,Kaminsky,"PF,C",Thailandia,"Sat, 21 Nov 2015 20:28:44",drop
Patty,Mills,PG,#Hwaiting,"Sat, 21 Nov 2015 03:24:24",add
Bojan,Bogdanovic,"SG,SF",#Hwaiting,"Sat, 21 Nov 2015 03:24:24",drop
Ty,Lawson,PG,#Hwaiting,"Sat, 21 Nov 2015 03:24:07",add
Jerian,Grant,"PG,SG",#Hwaiting,"Sat, 21 Nov 2015 03:24:07",drop
Omri,Casspi,"SF,PF",Greendale CC,"Fri, 20 Nov 2015 01:51:43",add
D'Angelo,Russell,PG,Greendale CC,"Fri, 20 Nov 2015 01:51:43",drop
Tony,Parker,PG,Mr. Franchise,"Thu, 19 Nov 2015 01:03:42",add
Ty,Lawson,PG,Mr. Franchise,"Thu, 19 Nov 2015 01:03:42",drop
Nikola,Jokic,C,Mr. Franchise,"Thu, 19 Nov 2015 00:55:13",add
Manu,Ginobili,"SG,SF",Mr. Franchise,"Thu, 19 Nov 2015 00:55:13",drop
Ersan,Ilyasova,"SF,PF",D-League All-Stars,"Thu, 19 Nov 2015 00:18:21",add
Willie,Cauley-Stein,"PF,C",D-League All-Stars,"Thu, 19 Nov 2015 00:18:21",drop
Frank,Kaminsky,"PF,C",Thailandia,"Wed, 18 Nov 2015 20:47:17",add
Jabari,Parker,"SF,PF",Thailandia,"Wed, 18 Nov 2015 20:47:17",drop
Jerryd,Bayless,"PG,SG",Mr. Franchise,"Tue, 17 Nov 2015 00:39:51",add
Evan,Turner,"SG,SF",Mr. Franchise,"Tue, 17 Nov 2015 00:39:51",drop
Jeff,Green,"SG,SF",Adam Silver,"Mon, 16 Nov 2015 22:34:16",add
Derrick,Rose,PG,Adam Silver,"Mon, 16 Nov 2015 22:34:16",drop
Mario,Chalmers,"PG,SG",Thailandia,"Sun, 15 Nov 2015 23:13:11",add
Steven,Adams,C,Thailandia,"Sun, 15 Nov 2015 23:13:11",drop
Zach,LaVine,"PG,SG",So Kawhi 。◕ ‿ ◕。,"Sun, 15 Nov 2015 21:28:56",add
Kyle,O'Quinn,"PF,C",So Kawhi 。◕ ‿ ◕。,"Sun, 15 Nov 2015 21:28:56",drop
J.R.,Smith,"SG,SF",Valar Moredunkis,"Sun, 15 Nov 2015 17:26:44",add
Matt,Barnes,"SG,SF",Valar Moredunkis,"Sun, 15 Nov 2015 17:26:44",drop
Jamal,Crawford,"SG,SF",D-League All-Stars,"Sun, 15 Nov 2015 02:58:25",add
Nik,Stauskas,SG,D-League All-Stars,"Sun, 15 Nov 2015 02:58:25",drop
Amir,Johnson,"PF,C",Cool Cats,"Fri, 13 Nov 2015 23:58:27",add
Doug,McDermott,SF,Cool Cats,"Fri, 13 Nov 2015 23:58:27",drop
Dennis,Schroder,PG,Adam Silver,"Fri, 13 Nov 2015 23:04:12",add
Luis,Scola,"PF,C",Adam Silver,"Fri, 13 Nov 2015 23:04:12",drop
Luis,Scola,"PF,C",Adam Silver,"Thu, 12 Nov 2015 19:10:19",add
Meyers,Leonard,"PF,C",Adam Silver,"Thu, 12 Nov 2015 19:10:19",drop
Matt,Barnes,"SG,SF",Valar Moredunkis,"Wed, 11 Nov 2015 23:03:08",add
Jeff,Green,"SG,SF",Valar Moredunkis,"Wed, 11 Nov 2015 23:03:08",drop
Evan,Turner,"SG,SF",Mr. Franchise,"Wed, 11 Nov 2015 20:14:41",add
Wilson,Chandler,"SG,SF",Mr. Franchise,"Wed, 11 Nov 2015 20:14:41",drop
Doug,McDermott,SF,Cool Cats,"Tue, 10 Nov 2015 22:19:22",add
John,Henson,"PF,C",Cool Cats,"Tue, 10 Nov 2015 22:19:22",drop
Steven,Adams,C,Thailandia,"Tue, 10 Nov 2015 03:23:52",add
Aaron,Gordon,"SF,PF",Thailandia,"Tue, 10 Nov 2015 03:23:52",drop
Trey,Burke,PG,Thailandia,"Mon, 09 Nov 2015 03:00:45",add
Tristan,Thompson,"PF,C",Thailandia,"Mon, 09 Nov 2015 03:00:45",drop
Terrence,Jones,"SF,PF",Greendale CC,"Sun, 08 Nov 2015 03:23:40",add
Ersan,Ilyasova,"SF,PF",Greendale CC,"Sun, 08 Nov 2015 03:23:40",drop
Nemanja,Bjelica,PF,Trinh,"Sun, 08 Nov 2015 01:48:13",add
Doug,McDermott,SF,Trinh,"Sun, 08 Nov 2015 01:48:13",drop
Clint,Capela,"PF,C",So Kawhi 。◕ ‿ ◕。,"Sun, 08 Nov 2015 00:49:22",add
Steven,Adams,C,So Kawhi 。◕ ‿ ◕。,"Sun, 08 Nov 2015 00:49:22",drop
Dwight,Powell,PF,Thailandia,"Sat, 07 Nov 2015 22:50:08",add
Dennis,Schroder,PG,Thailandia,"Sat, 07 Nov 2015 22:50:08",drop
Zaza,Pachulia,C,Mr. Franchise,"Sat, 07 Nov 2015 11:48:05",add
Amir,Johnson,"PF,C",Mr. Franchise,"Sat, 07 Nov 2015 11:48:05",drop
Festus,Ezeli,C,Triple Double No Ast,"Sat, 07 Nov 2015 00:05:47",add
Patrick,Patterson,"PF,C",Triple Double No Ast,"Sat, 07 Nov 2015 00:05:47",drop
John,Henson,"PF,C",Cool Cats,"Fri, 06 Nov 2015 22:08:32",add
Myles,Turner,"PF,C",Cool Cats,"Fri, 06 Nov 2015 22:08:32",drop
Marcus,Thornton,"SG,SF",BDD,"Fri, 06 Nov 2015 21:03:46",add
David,Lee,"PF,C",BDD,"Fri, 06 Nov 2015 21:03:46",drop
Will,Barton,"SG,SF",Triple Double No Ast,"Thu, 05 Nov 2015 20:31:30",add
Terrence,Jones,"SF,PF",Triple Double No Ast,"Thu, 05 Nov 2015 20:31:30",drop
Tristan,Thompson,"PF,C",Thailandia,"Thu, 05 Nov 2015 11:38:17",add
Matthew,Dellavedova,"PG,SG",Thailandia,"Thu, 05 Nov 2015 11:38:17",drop
Steven,Adams,C,So Kawhi 。◕ ‿ ◕。,"Thu, 05 Nov 2015 03:23:38",add
Isaiah,Canaan,PG,So Kawhi 。◕ ‿ ◕。,"Thu, 05 Nov 2015 03:23:38",drop
Jared,Sullinger,"PF,C",Valar Moredunkis,"Wed, 04 Nov 2015 21:26:09",add
Alex,Len,"PF,C",Valar Moredunkis,"Wed, 04 Nov 2015 21:26:09",drop
Jeremy,Lamb,"SG,SF",Triple Double No Ast,"Wed, 04 Nov 2015 19:27:17",add
J.R.,Smith,"SG,SF",Triple Double No Ast,"Wed, 04 Nov 2015 19:27:17",drop
C.J.,Miles,"SG,SF",Triple Double No Ast,"Wed, 04 Nov 2015 11:51:35",add
Patrick,Beverley,"PG,SG",Triple Double No Ast,"Wed, 04 Nov 2015 11:51:35",drop
Nik,Stauskas,SG,D-League All-Stars,"Tue, 03 Nov 2015 19:34:41",add
Gerald,Green,"SG,SF",D-League All-Stars,"Tue, 03 Nov 2015 19:34:41",drop
T.J.,McConnell,PG,Thailandia,"Tue, 03 Nov 2015 12:40:55",add
Stanley,Johnson,"SG,SF",Thailandia,"Tue, 03 Nov 2015 12:40:55",drop
Matthew,Dellavedova,"PG,SG",Thailandia,"Mon, 02 Nov 2015 22:36:05",add
Steven,Adams,C,Thailandia,"Mon, 02 Nov 2015 22:36:05",drop
Manu,Ginobili,"SG,SF",Mr. Franchise,"Mon, 02 Nov 2015 09:09:42",add
Jusuf,Nurkic,C,Mr. Franchise,"Mon, 02 Nov 2015 09:09:42",drop
Andre,Iguodala,"SG,SF",Thailandia,"Mon, 02 Nov 2015 01:55:03",add
T.J.,Warren,SF,Thailandia,"Mon, 02 Nov 2015 01:55:03",drop
Kent,Bazemore,"SG,SF",Adam Silver,"Sun, 01 Nov 2015 22:42:12",add
Nick,Young,"SG,SF",Adam Silver,"Sun, 01 Nov 2015 22:42:12",drop
Steven,Adams,C,Thailandia,"Sun, 01 Nov 2015 22:40:04",add
Mario,Hezonja,SG,Thailandia,"Sun, 01 Nov 2015 22:40:04",drop
Evan,Fournier,"SG,SF",Cool Cats,"Sun, 01 Nov 2015 01:18:42",add
Jamal,Crawford,"SG,SF",Cool Cats,"Sun, 01 Nov 2015 01:18:42",drop
Nick,Young,"SG,SF",Adam Silver,"Sat, 31 Oct 2015 21:52:57",add
Kris,Humphries,"PF,C",Adam Silver,"Sat, 31 Oct 2015 21:52:57",drop
Tyreke,Evans,"PG,SG",Valar Moredunkis,"Sat, 31 Oct 2015 05:02:09",add
P.J.,Tucker,"SG,SF",Valar Moredunkis,"Sat, 31 Oct 2015 05:02:09",drop
Marvin,Williams,"SF,PF",D-League All-Stars,"Fri, 30 Oct 2015 23:57:03",add
John,Henson,"PF,C",D-League All-Stars,"Fri, 30 Oct 2015 23:57:03",drop
Aaron,Gordon,"SF,PF",Thailandia,"Fri, 30 Oct 2015 03:38:37",add
Joakim,Noah,"PF,C",Thailandia,"Fri, 30 Oct 2015 03:38:37",drop
Kentavious,Caldwell-Pope,SG,D-League All-Stars,"Fri, 30 Oct 2015 03:38:37",add
Trey,Burke,PG,D-League All-Stars,"Fri, 30 Oct 2015 03:38:37",drop
Ish,Smith,PG,Trinh,"Wed, 28 Oct 2015 22:36:24",add
Frank,Kaminsky,"PF,C",Trinh,"Wed, 28 Oct 2015 22:36:24",drop
Marcus,Morris,"SF,PF",Valar Moredunkis,"Wed, 28 Oct 2015 00:28:30",add
Aaron,Gordon,"SF,PF",Valar Moredunkis,"Wed, 28 Oct 2015 00:28:30",drop
Mo,Williams,"PG,SG",Adam Silver,"Tue, 27 Oct 2015 20:52:11",add
