,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
3,18,364.l.8091.t.5,D-League All-Stars,94.0,115.0,0.817391304348,172.0,349.0,0.492836676218,46.0,484.0,126.0,84.0,31.0,15.0,55.0,7.0,3.0,2.0,1.0,8.0,4.5,3.5,5.5,14.0,5.38888888889
5,18,364.l.8091.t.4,Cool Cats,85.0,102.0,0.833333333333,162.0,370.0,0.437837837838,44.0,453.0,157.0,105.0,28.0,17.0,53.0,5.0,13.0,3.0,2.0,3.0,3.0,5.0,3.5,11.5,5.44444444444
4,18,364.l.8091.t.3,Forgot About Dray,48.0,83.0,0.578313253012,126.0,253.0,0.498023715415,16.0,316.0,209.0,123.0,31.0,24.0,51.0,14.0,2.0,10.0,10.0,1.0,1.0,3.5,1.0,9.5,5.77777777778
9,18,364.l.8091.t.12,Valar Moredunkis,86.0,104.0,0.826923076923,135.0,298.0,0.453020134228,32.0,388.0,132.0,111.0,32.0,12.0,51.0,6.0,9.0,7.0,6.0,6.0,2.0,1.5,9.5,9.5,6.27777777778
6,18,364.l.8091.t.7,One for the Mainland,68.0,74.0,0.918918918919,118.0,251.0,0.470119521912,30.0,334.0,104.0,77.0,23.0,14.0,37.0,1.0,6.0,8.0,9.0,12.0,6.0,9.0,7.0,4.0,6.88888888889
11,18,364.l.8091.t.11,Icin On The Beefcake,66.0,77.0,0.857142857143,145.0,318.0,0.455974842767,40.0,396.0,130.0,74.0,16.0,17.0,54.0,4.0,8.0,4.0,4.0,7.0,7.0,12.0,3.5,13.0,6.94444444444
12,18,364.l.8091.t.10,Trinh,84.0,103.0,0.815533980583,144.0,323.0,0.445820433437,37.0,409.0,106.0,69.0,32.0,13.0,48.0,8.0,10.0,6.0,3.0,11.0,9.0,1.5,8.0,8.0,7.16666666667
2,18,364.l.8091.t.2,#Hwaiting,53.0,84.0,0.630952380952,151.0,309.0,0.488673139159,39.0,394.0,171.0,84.0,20.0,10.0,53.0,13.0,4.0,5.0,5.0,2.0,4.5,11.0,11.0,11.5,7.44444444444
1,18,364.l.8091.t.6,Jimmy & Jimmy Co.,61.0,71.0,0.859154929577,103.0,224.0,0.459821428571,13.0,280.0,111.0,55.0,24.0,15.0,32.0,3.0,7.0,13.0,12.0,10.0,11.0,7.5,5.5,3.0,8.0
8,18,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,51.0,65.0,0.784615384615,112.0,253.0,0.442687747036,18.0,293.0,141.0,64.0,15.0,21.0,42.0,9.0,11.0,9.0,11.0,4.0,10.0,13.0,2.0,5.0,8.22222222222
0,18,364.l.8091.t.1,Adam Silver,61.0,69.0,0.884057971014,121.0,280.0,0.432142857143,50.0,353.0,89.0,49.0,27.0,5.0,47.0,2.0,14.0,1.0,7.0,14.0,12.0,6.0,13.5,6.5,8.44444444444
13,18,364.l.8091.t.14,Boomshakalaka,73.0,97.0,0.752577319588,132.0,301.0,0.43853820598,15.0,352.0,133.0,73.0,22.0,12.0,47.0,10.0,12.0,11.0,8.0,5.0,8.0,10.0,9.5,6.5,8.88888888889
10,18,364.l.8091.t.9,Stream Team,36.0,54.0,0.666666666667,65.0,136.0,0.477941176471,9.0,175.0,112.0,46.0,24.0,5.0,31.0,12.0,5.0,14.0,14.0,9.0,13.0,7.5,13.5,2.0,10.0
7,18,364.l.8091.t.13,Harry B's Hairy Bees,31.0,45.0,0.688888888889,87.0,167.0,0.520958083832,14.0,219.0,98.0,21.0,13.0,6.0,16.0,11.0,1.0,12.0,13.0,13.0,14.0,14.0,12.0,1.0,10.1111111111
