,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
4,16,364.l.8091.t.5,D-League All-Stars,149.0,174.0,0.85632183908,225.0,486.0,0.462962962963,81.0,680.0,210.0,132.0,40.0,19.0,85.0,1.0,12.0,1.0,1.0,4.0,2.5,7.0,5.5,14.0,5.33333333333
2,16,364.l.8091.t.2,#Hwaiting,109.0,152.0,0.717105263158,228.0,460.0,0.495652173913,37.0,602.0,243.0,132.0,55.0,38.0,83.0,14.0,5.0,7.0,4.0,2.0,2.5,1.0,1.0,12.5,5.44444444444
3,16,364.l.8091.t.3,Forgot About Dray,112.0,145.0,0.772413793103,194.0,386.0,0.502590673575,35.0,535.0,286.0,140.0,49.0,26.0,76.0,12.0,4.0,8.5,8.0,1.0,1.0,2.0,3.0,10.5,5.55555555556
13,16,364.l.8091.t.14,Boomshakalaka,111.0,141.0,0.787234042553,235.0,477.0,0.492662473795,53.0,634.0,212.0,129.0,33.0,30.0,66.0,10.0,7.0,5.0,2.0,3.0,4.0,9.0,2.0,8.0,5.55555555556
12,16,364.l.8091.t.9,Stream Team,89.0,106.0,0.839622641509,197.0,388.0,0.507731958763,28.0,511.0,196.0,113.0,45.0,18.0,44.0,3.0,3.0,12.0,9.0,6.0,7.0,4.0,7.5,2.0,5.94444444444
11,16,364.l.8091.t.10,Trinh,76.0,98.0,0.775510204082,203.0,383.0,0.530026109661,77.0,559.0,190.0,126.0,39.0,16.0,51.0,11.0,1.0,2.0,6.0,7.0,5.0,8.0,10.5,5.0,6.16666666667
1,16,364.l.8091.t.4,Cool Cats,108.0,131.0,0.824427480916,230.0,487.0,0.47227926078,54.0,622.0,162.0,119.0,41.0,12.0,63.0,5.0,10.0,4.0,3.0,12.0,6.0,6.0,12.0,7.0,7.22222222222
6,16,364.l.8091.t.6,Jimmy & Jimmy Co.,75.0,95.0,0.789473684211,170.0,362.0,0.469613259669,31.0,446.0,199.0,106.0,46.0,19.0,47.0,9.0,11.0,11.0,13.0,5.0,9.5,3.0,5.5,3.0,7.77777777778
8,16,364.l.8091.t.7,One for the Mainland,123.0,154.0,0.798701298701,197.0,413.0,0.476997578692,35.0,552.0,185.0,106.0,42.0,18.0,76.0,8.0,9.0,8.5,7.0,9.0,9.5,5.0,7.5,10.5,8.22222222222
9,16,364.l.8091.t.11,Icin On The Beefcake,91.0,107.0,0.85046728972,169.0,329.0,0.51367781155,25.0,454.0,165.0,92.0,21.0,23.0,83.0,2.0,2.0,13.0,10.0,11.0,11.5,13.0,4.0,12.5,8.77777777778
10,16,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,80.0,98.0,0.816326530612,169.0,343.0,0.492711370262,33.0,451.0,187.0,68.0,24.0,16.0,48.0,6.0,6.0,10.0,11.0,8.0,13.0,12.0,10.5,4.0,8.94444444444
5,16,364.l.8091.t.13,Harry B's Hairy Bees,90.0,109.0,0.825688073394,164.0,333.0,0.492492492492,16.0,434.0,184.0,43.0,17.0,17.0,42.0,4.0,8.0,14.0,14.0,10.0,14.0,14.0,9.0,1.0,9.77777777778
0,16,364.l.8091.t.1,Adam Silver,107.0,141.0,0.758865248227,197.0,449.0,0.438752783964,65.0,566.0,142.0,112.0,26.0,8.0,74.0,13.0,13.0,3.0,5.0,13.5,8.0,11.0,14.0,9.0,9.94444444444
7,16,364.l.8091.t.12,Valar Moredunkis,94.0,117.0,0.803418803419,158.0,364.0,0.434065934066,38.0,448.0,142.0,92.0,30.0,11.0,53.0,7.0,14.0,6.0,12.0,13.5,11.5,10.0,13.0,6.0,10.3333333333
