,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
12,12,364.l.8091.t.7,One for the Mainland,116.0,147.0,0.789115646259,191.0,436.0,0.438073394495,54.0,552.0,229.0,116.0,35.0,19.0,79.0,5.0,14.0,3.0,2.0,2.0,4.0,3.0,6.0,13.0,5.77777777778
4,12,364.l.8091.t.3,Forgot About Dray,74.0,104.0,0.711538461538,164.0,324.0,0.506172839506,15.0,417.0,259.0,157.0,38.0,30.0,61.0,13.0,2.0,14.0,9.0,1.0,1.0,1.0,1.0,10.5,5.83333333333
6,12,364.l.8091.t.4,Cool Cats,99.0,120.0,0.825,200.0,399.0,0.501253132832,56.0,555.0,172.0,99.0,29.0,9.0,61.0,2.0,3.0,2.0,1.0,6.0,6.5,9.0,14.0,10.5,6.0
5,12,364.l.8091.t.11,Icin On The Beefcake,88.0,116.0,0.758620689655,181.0,396.0,0.457070707071,45.0,495.0,166.0,142.0,34.0,22.0,67.0,10.0,10.0,6.0,4.0,9.0,2.0,4.5,3.0,12.0,6.72222222222
8,12,364.l.8091.t.5,D-League All-Stars,89.0,111.0,0.801801801802,192.0,434.0,0.442396313364,66.0,539.0,169.0,132.0,30.0,14.0,81.0,4.0,13.0,1.0,3.0,7.0,3.0,8.0,10.0,14.0,7.0
7,12,364.l.8091.t.10,Trinh,60.0,78.0,0.769230769231,175.0,372.0,0.470430107527,53.0,463.0,148.0,84.0,31.0,17.0,50.0,7.0,6.0,4.0,6.0,11.0,10.0,7.0,8.0,6.0,7.22222222222
3,12,364.l.8091.t.12,Valar Moredunkis,77.0,96.0,0.802083333333,181.0,382.0,0.473821989529,44.0,483.0,129.0,103.0,27.0,13.0,53.0,3.0,5.0,7.0,5.0,12.0,5.0,10.5,11.0,7.0,7.27777777778
11,12,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,56.0,73.0,0.767123287671,156.0,334.0,0.467065868263,33.0,401.0,175.0,69.0,19.0,23.0,37.0,8.0,8.0,9.0,10.0,5.0,12.0,12.5,2.0,2.0,7.61111111111
2,12,364.l.8091.t.2,#Hwaiting,66.0,99.0,0.666666666667,128.0,288.0,0.444444444444,26.0,348.0,195.0,99.0,37.0,20.0,59.0,14.0,12.0,10.0,14.0,3.0,6.5,2.0,4.0,9.0,8.27777777778
10,12,364.l.8091.t.6,Jimmy & Jimmy Co.,58.0,81.0,0.716049382716,149.0,304.0,0.490131578947,22.0,378.0,168.0,95.0,34.0,16.0,47.0,11.0,4.0,13.0,12.0,8.0,8.0,4.5,9.0,5.0,8.27777777778
9,12,364.l.8091.t.9,Stream Team,62.0,87.0,0.712643678161,162.0,351.0,0.461538461538,41.0,427.0,157.0,89.0,32.0,19.0,57.0,12.0,9.0,8.0,7.0,10.0,9.0,6.0,6.0,8.0,8.33333333333
0,12,364.l.8091.t.1,Adam Silver,67.0,88.0,0.761363636364,153.0,340.0,0.45,51.0,424.0,116.0,81.0,27.0,19.0,41.0,9.0,11.0,5.0,8.0,13.0,11.0,10.5,6.0,3.0,8.5
1,12,364.l.8091.t.13,Harry B's Hairy Bees,56.0,67.0,0.835820895522,157.0,335.0,0.468656716418,23.0,393.0,189.0,48.0,17.0,12.0,46.0,1.0,7.0,11.5,11.0,4.0,14.0,14.0,12.0,4.0,8.72222222222
13,12,364.l.8091.t.14,Boomshakalaka,51.0,65.0,0.784615384615,146.0,273.0,0.534798534799,23.0,366.0,114.0,68.0,19.0,10.0,34.0,6.0,1.0,11.5,13.0,14.0,13.0,12.5,13.0,1.0,9.44444444444
