,week,team_key,name,ftm,fta,ftp,fgm,fga,fgp,_3p,pts,reb,ast,stl,blk,tos,ftp_rank,fgp_rank,_3p_rank,pts_rank,reb_rank,ast_rank,stl_rank,blk_rank,tos_rank,power_rank
5,9,364.l.8091.t.8,So Kawhi 。◕ ‿ ◕。,90.0,109.0,0.825688073394,213.0,423.0,0.503546099291,64.0,580.0,197.0,81.0,30.0,20.0,49.0,3.0,2.0,1.0,1.0,4.0,12.0,7.5,7.0,2.0,4.38888888889
7,9,364.l.8091.t.7,One for the Mainland,129.0,156.0,0.826923076923,185.0,409.0,0.452322738386,42.0,541.0,189.0,120.0,42.0,24.0,55.0,2.0,9.0,5.0,4.0,5.0,3.0,2.0,2.0,7.5,4.38888888889
2,9,364.l.8091.t.2,#Hwaiting,106.0,145.0,0.731034482759,216.0,434.0,0.497695852535,40.0,578.0,250.0,113.0,41.0,29.0,73.0,14.0,4.0,7.0,2.0,1.0,4.0,3.0,1.0,13.0,5.44444444444
12,9,364.l.8091.t.12,Valar Moredunkis,99.0,119.0,0.831932773109,181.0,406.0,0.445812807882,46.0,507.0,176.0,98.0,40.0,19.0,44.0,1.0,10.0,3.0,7.5,8.0,8.5,4.0,10.0,1.0,5.88888888889
0,9,364.l.8091.t.1,Adam Silver,91.0,111.0,0.81981981982,186.0,366.0,0.508196721311,49.0,512.0,139.0,71.0,21.0,20.0,54.0,4.0,1.0,2.0,6.0,12.0,14.0,12.0,7.0,6.0,7.11111111111
1,9,364.l.8091.t.10,Trinh,97.0,121.0,0.801652892562,158.0,358.0,0.441340782123,43.0,456.0,134.0,96.0,45.0,20.0,50.0,7.0,11.0,4.0,12.0,13.0,10.0,1.0,7.0,3.5,7.61111111111
10,9,364.l.8091.t.11,Icin On The Beefcake,108.0,140.0,0.771428571429,199.0,404.0,0.492574257426,40.0,546.0,172.0,98.0,18.0,22.0,58.0,10.0,7.0,7.0,3.0,10.0,8.5,13.5,3.5,9.5,8.0
9,9,364.l.8091.t.6,Jimmy & Jimmy Co.,74.0,94.0,0.787234042553,176.0,358.0,0.491620111732,37.0,463.0,173.0,99.0,29.0,20.0,50.0,8.0,8.0,11.0,10.5,9.0,7.0,9.0,7.0,3.5,8.11111111111
11,9,364.l.8091.t.13,Harry B's Hairy Bees,81.0,104.0,0.778846153846,199.0,402.0,0.495024875622,37.0,516.0,168.0,111.0,30.0,16.0,55.0,9.0,5.0,11.0,5.0,11.0,5.0,7.5,12.5,7.5,8.16666666667
13,9,364.l.8091.t.14,Boomshakalaka,69.0,94.0,0.734042553191,200.0,399.0,0.501253132832,38.0,507.0,182.0,95.0,26.0,20.0,52.0,13.0,3.0,9.0,7.5,7.0,11.0,11.0,7.0,5.0,8.16666666667
6,9,364.l.8091.t.4,Cool Cats,95.0,128.0,0.7421875,182.0,414.0,0.43961352657,35.0,494.0,185.0,149.0,27.0,22.0,67.0,12.0,12.0,13.0,9.0,6.0,1.0,10.0,3.5,12.0,8.72222222222
4,9,364.l.8091.t.3,Forgot About Dray,69.0,92.0,0.75,137.0,278.0,0.492805755396,23.0,366.0,227.0,133.0,38.0,16.0,75.0,11.0,6.0,14.0,14.0,2.0,2.0,5.0,12.5,14.0,8.94444444444
3,9,364.l.8091.t.9,Stream Team,86.0,105.0,0.819047619048,170.0,389.0,0.437017994859,37.0,463.0,205.0,74.0,36.0,17.0,63.0,5.0,13.0,11.0,10.5,3.0,13.0,6.0,11.0,11.0,9.27777777778
8,9,364.l.8091.t.5,D-League All-Stars,71.0,88.0,0.806818181818,134.0,312.0,0.429487179487,40.0,379.0,132.0,101.0,18.0,15.0,58.0,6.0,14.0,7.0,13.0,14.0,6.0,13.5,14.0,9.5,10.7777777778
